,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
19511,Assign seriousness,complete,Value 14,2013-04-29 07:33:38+00:00,Assign seriousness,Value 14,Case286,Variant 1,1,Fluxicon Disco
19512,Take in charge ticket,complete,Value 12,2013-04-29 09:35:06+00:00,Take in charge ticket,Value 12,Case286,Variant 1,1,Fluxicon Disco
19513,Resolve ticket,complete,Value 12,2013-05-31 16:02:09+00:00,Resolve ticket,Value 12,Case286,Variant 1,1,Fluxicon Disco
19514,Closed,complete,Value 3,2013-06-15 16:02:25+00:00,Closed,Value 3,Case286,Variant 1,1,Fluxicon Disco
19515,Assign seriousness,complete,Value 14,2013-04-29 10:09:27+00:00,Assign seriousness,Value 14,Case3643,Variant 2,2,Fluxicon Disco
19516,Take in charge ticket,complete,Value 9,2013-05-14 07:10:29+00:00,Take in charge ticket,Value 9,Case3643,Variant 2,2,Fluxicon Disco
19517,Wait,complete,Value 9,2013-05-14 14:05:14+00:00,Wait,Value 9,Case3643,Variant 2,2,Fluxicon Disco
19518,Resolve ticket,complete,Value 9,2013-05-17 15:59:05+00:00,Resolve ticket,Value 9,Case3643,Variant 2,2,Fluxicon Disco
19519,Closed,complete,Value 3,2013-06-01 15:59:24+00:00,Closed,Value 3,Case3643,Variant 2,2,Fluxicon Disco
19520,Assign seriousness,complete,Value 14,2013-04-29 10:11:30+00:00,Assign seriousness,Value 14,Case484,Variant 2,2,Fluxicon Disco
19521,Take in charge ticket,complete,Value 9,2013-05-14 07:10:59+00:00,Take in charge ticket,Value 9,Case484,Variant 2,2,Fluxicon Disco
19522,Wait,complete,Value 9,2013-05-14 14:01:26+00:00,Wait,Value 9,Case484,Variant 2,2,Fluxicon Disco
19523,Resolve ticket,complete,Value 9,2013-05-17 07:17:38+00:00,Resolve ticket,Value 9,Case484,Variant 2,2,Fluxicon Disco
19524,Closed,complete,Value 3,2013-06-01 07:17:56+00:00,Closed,Value 3,Case484,Variant 2,2,Fluxicon Disco
19525,Assign seriousness,complete,Value 14,2013-04-29 13:22:48+00:00,Assign seriousness,Value 14,Case33,Variant 1,1,Fluxicon Disco
19526,Take in charge ticket,complete,Value 14,2013-05-14 14:53:46+00:00,Take in charge ticket,Value 14,Case33,Variant 1,1,Fluxicon Disco
19527,Resolve ticket,complete,Value 14,2013-05-15 10:19:05+00:00,Resolve ticket,Value 14,Case33,Variant 1,1,Fluxicon Disco
19528,Closed,complete,Value 3,2013-05-30 10:19:20+00:00,Closed,Value 3,Case33,Variant 1,1,Fluxicon Disco
19529,Assign seriousness,complete,Value 4,2013-04-29 14:07:36+00:00,Assign seriousness,Value 4,Case1393,Variant 17,17,Fluxicon Disco
19530,Assign seriousness,complete,Value 4,2013-04-29 14:13:32+00:00,Assign seriousness,Value 4,Case1393,Variant 17,17,Fluxicon Disco
19531,Take in charge ticket,complete,Value 4,2013-05-13 08:18:38+00:00,Take in charge ticket,Value 4,Case1393,Variant 17,17,Fluxicon Disco
19532,Wait,complete,Value 4,2013-05-14 08:10:33+00:00,Wait,Value 4,Case1393,Variant 17,17,Fluxicon Disco
19533,Resolve ticket,complete,Value 4,2013-05-20 07:59:53+00:00,Resolve ticket,Value 4,Case1393,Variant 17,17,Fluxicon Disco
19534,Closed,complete,Value 3,2013-06-04 08:00:07+00:00,Closed,Value 3,Case1393,Variant 17,17,Fluxicon Disco
19535,Assign seriousness,complete,Value 14,2013-04-29 15:34:23+00:00,Assign seriousness,Value 14,Case3334,Variant 1,1,Fluxicon Disco
19536,Take in charge ticket,complete,Value 12,2013-04-30 09:35:22+00:00,Take in charge ticket,Value 12,Case3334,Variant 1,1,Fluxicon Disco
19537,Resolve ticket,complete,Value 11,2013-05-15 13:46:01+00:00,Resolve ticket,Value 11,Case3334,Variant 1,1,Fluxicon Disco
19538,Closed,complete,Value 3,2013-05-30 13:46:20+00:00,Closed,Value 3,Case3334,Variant 1,1,Fluxicon Disco
19539,Assign seriousness,complete,Value 1,2013-04-30 08:24:20+00:00,Assign seriousness,Value 1,Case3775,Variant 2,2,Fluxicon Disco
19540,Take in charge ticket,complete,Value 2,2013-05-02 09:19:28+00:00,Take in charge ticket,Value 2,Case3775,Variant 2,2,Fluxicon Disco
19541,Wait,complete,Value 2,2013-05-08 08:53:12+00:00,Wait,Value 2,Case3775,Variant 2,2,Fluxicon Disco
19542,Resolve ticket,complete,Value 2,2013-06-10 13:09:41+00:00,Resolve ticket,Value 2,Case3775,Variant 2,2,Fluxicon Disco
19543,Closed,complete,Value 3,2013-06-25 13:10:00+00:00,Closed,Value 3,Case3775,Variant 2,2,Fluxicon Disco
19544,Assign seriousness,complete,Value 14,2013-04-30 08:37:08+00:00,Assign seriousness,Value 14,Case4431,Variant 2,2,Fluxicon Disco
19545,Take in charge ticket,complete,Value 9,2013-05-14 09:38:29+00:00,Take in charge ticket,Value 9,Case4431,Variant 2,2,Fluxicon Disco
19546,Wait,complete,Value 14,2013-05-15 10:08:26+00:00,Wait,Value 14,Case4431,Variant 2,2,Fluxicon Disco
19547,Resolve ticket,complete,Value 14,2013-06-03 08:27:13+00:00,Resolve ticket,Value 14,Case4431,Variant 2,2,Fluxicon Disco
19548,Closed,complete,Value 3,2013-06-18 08:27:28+00:00,Closed,Value 3,Case4431,Variant 2,2,Fluxicon Disco
19549,Assign seriousness,complete,Value 14,2013-04-30 09:25:09+00:00,Assign seriousness,Value 14,Case2177,Variant 36,36,Fluxicon Disco
19550,Wait,complete,Value 1,2013-05-02 13:40:25+00:00,Wait,Value 1,Case2177,Variant 36,36,Fluxicon Disco
19551,Wait,complete,Value 1,2013-05-02 13:40:26+00:00,Wait,Value 1,Case2177,Variant 36,36,Fluxicon Disco
19552,Resolve ticket,complete,Value 1,2013-06-03 07:54:32+00:00,Resolve ticket,Value 1,Case2177,Variant 36,36,Fluxicon Disco
19553,Closed,complete,Value 3,2013-06-18 07:54:48+00:00,Closed,Value 3,Case2177,Variant 36,36,Fluxicon Disco
19554,Assign seriousness,complete,Value 1,2013-05-02 12:30:14+00:00,Assign seriousness,Value 1,Case2860,Variant 2,2,Fluxicon Disco
19555,Take in charge ticket,complete,Value 2,2013-05-20 07:11:41+00:00,Take in charge ticket,Value 2,Case2860,Variant 2,2,Fluxicon Disco
19556,Wait,complete,Value 4,2013-05-20 07:56:04+00:00,Wait,Value 4,Case2860,Variant 2,2,Fluxicon Disco
19557,Resolve ticket,complete,Value 4,2013-05-27 15:16:10+00:00,Resolve ticket,Value 4,Case2860,Variant 2,2,Fluxicon Disco
19558,Closed,complete,Value 3,2013-06-11 15:16:29+00:00,Closed,Value 3,Case2860,Variant 2,2,Fluxicon Disco
19559,Insert ticket,complete,Value 14,2013-05-02 12:59:40+00:00,Insert ticket,Value 14,Case235,Variant 51,51,Fluxicon Disco
19560,Assign seriousness,complete,Value 2,2013-05-02 13:00:57+00:00,Assign seriousness,Value 2,Case235,Variant 51,51,Fluxicon Disco
19561,Take in charge ticket,complete,Value 2,2013-05-02 13:01:18+00:00,Take in charge ticket,Value 2,Case235,Variant 51,51,Fluxicon Disco
19562,Wait,complete,Value 2,2013-05-02 13:34:45+00:00,Wait,Value 2,Case235,Variant 51,51,Fluxicon Disco
19563,Resolve ticket,complete,Value 2,2013-06-10 13:10:05+00:00,Resolve ticket,Value 2,Case235,Variant 51,51,Fluxicon Disco
19564,Closed,complete,Value 3,2013-06-25 13:10:20+00:00,Closed,Value 3,Case235,Variant 51,51,Fluxicon Disco
19565,Assign seriousness,complete,Value 1,2013-05-02 14:46:14+00:00,Assign seriousness,Value 1,Case2285,Variant 61,61,Fluxicon Disco
19566,Wait,complete,Value 1,2013-05-02 14:50:18+00:00,Wait,Value 1,Case2285,Variant 61,61,Fluxicon Disco
19567,Take in charge ticket,complete,Value 1,2013-05-16 12:14:51+00:00,Take in charge ticket,Value 1,Case2285,Variant 61,61,Fluxicon Disco
19568,Wait,complete,Value 1,2013-05-16 12:54:28+00:00,Wait,Value 1,Case2285,Variant 61,61,Fluxicon Disco
19569,Resolve ticket,complete,Value 1,2013-06-05 10:18:06+00:00,Resolve ticket,Value 1,Case2285,Variant 61,61,Fluxicon Disco
19570,Closed,complete,Value 3,2013-06-20 10:18:22+00:00,Closed,Value 3,Case2285,Variant 61,61,Fluxicon Disco
19571,Assign seriousness,complete,Value 14,2013-05-03 09:48:23+00:00,Assign seriousness,Value 14,Case2381,Variant 164,164,Fluxicon Disco
19572,Assign seriousness,complete,Value 9,2013-05-20 08:22:15+00:00,Assign seriousness,Value 9,Case2381,Variant 164,164,Fluxicon Disco
19573,Assign seriousness,complete,Value 9,2013-05-20 08:22:17+00:00,Assign seriousness,Value 9,Case2381,Variant 164,164,Fluxicon Disco
19574,Resolve ticket,complete,Value 2,2013-05-21 06:56:12+00:00,Resolve ticket,Value 2,Case2381,Variant 164,164,Fluxicon Disco
19575,Resolve ticket,complete,Value 2,2013-05-21 06:56:13+00:00,Resolve ticket,Value 2,Case2381,Variant 164,164,Fluxicon Disco
19576,Closed,complete,Value 3,2013-06-05 06:56:29+00:00,Closed,Value 3,Case2381,Variant 164,164,Fluxicon Disco
19577,Take in charge ticket,complete,Value 1,2013-05-03 12:41:17+00:00,Take in charge ticket,Value 1,Case1250,Variant 126,126,Fluxicon Disco
19578,Wait,complete,Value 1,2013-05-03 12:43:38+00:00,Wait,Value 1,Case1250,Variant 126,126,Fluxicon Disco
19579,Resolve ticket,complete,Value 1,2013-06-03 08:04:28+00:00,Resolve ticket,Value 1,Case1250,Variant 126,126,Fluxicon Disco
19580,Take in charge ticket,complete,Value 1,2013-06-03 09:18:01+00:00,Take in charge ticket,Value 1,Case1250,Variant 126,126,Fluxicon Disco
19581,Wait,complete,Value 1,2013-06-03 09:18:28+00:00,Wait,Value 1,Case1250,Variant 126,126,Fluxicon Disco
19582,Resolve ticket,complete,Value 1,2013-06-07 10:37:19+00:00,Resolve ticket,Value 1,Case1250,Variant 126,126,Fluxicon Disco
19583,Closed,complete,Value 3,2013-06-22 10:37:36+00:00,Closed,Value 3,Case1250,Variant 126,126,Fluxicon Disco
19584,Assign seriousness,complete,Value 14,2013-05-03 14:30:03+00:00,Assign seriousness,Value 14,Case4530,Variant 21,21,Fluxicon Disco
19585,Assign seriousness,complete,Value 2,2013-05-06 07:21:22+00:00,Assign seriousness,Value 2,Case4530,Variant 21,21,Fluxicon Disco
19586,Resolve ticket,complete,Value 2,2013-05-21 07:07:07+00:00,Resolve ticket,Value 2,Case4530,Variant 21,21,Fluxicon Disco
19587,Closed,complete,Value 3,2013-06-05 07:07:29+00:00,Closed,Value 3,Case4530,Variant 21,21,Fluxicon Disco
19588,Assign seriousness,complete,Value 1,2013-05-06 07:10:20+00:00,Assign seriousness,Value 1,Case1884,Variant 2,2,Fluxicon Disco
19589,Take in charge ticket,complete,Value 2,2013-05-21 07:16:22+00:00,Take in charge ticket,Value 2,Case1884,Variant 2,2,Fluxicon Disco
19590,Wait,complete,Value 4,2013-05-21 14:37:13+00:00,Wait,Value 4,Case1884,Variant 2,2,Fluxicon Disco
19591,Resolve ticket,complete,Value 4,2013-06-07 15:11:06+00:00,Resolve ticket,Value 4,Case1884,Variant 2,2,Fluxicon Disco
19592,Closed,complete,Value 3,2013-06-22 15:11:26+00:00,Closed,Value 3,Case1884,Variant 2,2,Fluxicon Disco
19593,Assign seriousness,complete,Value 14,2013-05-06 08:44:50+00:00,Assign seriousness,Value 14,Case1843,Variant 21,21,Fluxicon Disco
19594,Assign seriousness,complete,Value 2,2013-05-21 10:28:52+00:00,Assign seriousness,Value 2,Case1843,Variant 21,21,Fluxicon Disco
19595,Resolve ticket,complete,Value 2,2013-05-22 07:24:20+00:00,Resolve ticket,Value 2,Case1843,Variant 21,21,Fluxicon Disco
19596,Closed,complete,Value 3,2013-06-06 07:24:40+00:00,Closed,Value 3,Case1843,Variant 21,21,Fluxicon Disco
19597,Assign seriousness,complete,Value 14,2013-05-06 10:52:17+00:00,Assign seriousness,Value 14,Case2620,Variant 10,10,Fluxicon Disco
19598,Take in charge ticket,complete,Value 2,2013-05-09 07:37:49+00:00,Take in charge ticket,Value 2,Case2620,Variant 10,10,Fluxicon Disco
19599,Require upgrade,complete,Value 4,2013-05-10 08:00:54+00:00,Require upgrade,Value 4,Case2620,Variant 10,10,Fluxicon Disco
19600,Resolve ticket,complete,Value 4,2013-05-30 15:06:55+00:00,Resolve ticket,Value 4,Case2620,Variant 10,10,Fluxicon Disco
19601,Closed,complete,Value 3,2013-06-14 15:07:13+00:00,Closed,Value 3,Case2620,Variant 10,10,Fluxicon Disco
19602,Assign seriousness,complete,Value 1,2013-05-06 10:59:01+00:00,Assign seriousness,Value 1,Case1484,Variant 2,2,Fluxicon Disco
19603,Take in charge ticket,complete,Value 2,2013-05-14 09:27:40+00:00,Take in charge ticket,Value 2,Case1484,Variant 2,2,Fluxicon Disco
19604,Wait,complete,Value 2,2013-05-22 10:35:21+00:00,Wait,Value 2,Case1484,Variant 2,2,Fluxicon Disco
19605,Resolve ticket,complete,Value 9,2013-05-24 09:54:23+00:00,Resolve ticket,Value 9,Case1484,Variant 2,2,Fluxicon Disco
19606,Closed,complete,Value 3,2013-06-08 09:54:44+00:00,Closed,Value 3,Case1484,Variant 2,2,Fluxicon Disco
19607,Take in charge ticket,complete,Value 1,2013-05-06 11:04:27+00:00,Take in charge ticket,Value 1,Case3634,Variant 18,18,Fluxicon Disco
19608,Wait,complete,Value 1,2013-05-06 11:07:49+00:00,Wait,Value 1,Case3634,Variant 18,18,Fluxicon Disco
19609,Resolve ticket,complete,Value 1,2013-05-24 14:12:41+00:00,Resolve ticket,Value 1,Case3634,Variant 18,18,Fluxicon Disco
19610,Closed,complete,Value 3,2013-06-08 14:12:54+00:00,Closed,Value 3,Case3634,Variant 18,18,Fluxicon Disco
19611,Assign seriousness,complete,Value 14,2013-05-06 15:44:50+00:00,Assign seriousness,Value 14,Case3673,Variant 15,15,Fluxicon Disco
19612,Take in charge ticket,complete,Value 1,2013-05-09 10:55:43+00:00,Take in charge ticket,Value 1,Case3673,Variant 15,15,Fluxicon Disco
19613,Wait,complete,Value 1,2013-05-14 08:25:41+00:00,Wait,Value 1,Case3673,Variant 15,15,Fluxicon Disco
19614,Take in charge ticket,complete,Value 1,2013-05-14 10:23:33+00:00,Take in charge ticket,Value 1,Case3673,Variant 15,15,Fluxicon Disco
19615,Wait,complete,Value 1,2013-05-23 08:16:12+00:00,Wait,Value 1,Case3673,Variant 15,15,Fluxicon Disco
19616,Resolve ticket,complete,Value 1,2013-05-24 14:08:03+00:00,Resolve ticket,Value 1,Case3673,Variant 15,15,Fluxicon Disco
19617,Closed,complete,Value 3,2013-06-08 14:08:24+00:00,Closed,Value 3,Case3673,Variant 15,15,Fluxicon Disco
19618,Assign seriousness,complete,Value 14,2013-05-06 15:48:44+00:00,Assign seriousness,Value 14,Case3226,Variant 5,5,Fluxicon Disco
19619,Resolve ticket,complete,Value 14,2013-05-22 09:48:53+00:00,Resolve ticket,Value 14,Case3226,Variant 5,5,Fluxicon Disco
19620,Closed,complete,Value 3,2013-06-06 09:49:11+00:00,Closed,Value 3,Case3226,Variant 5,5,Fluxicon Disco
19621,Assign seriousness,complete,Value 14,2013-05-07 08:37:08+00:00,Assign seriousness,Value 14,Case4410,Variant 3,3,Fluxicon Disco
19622,Take in charge ticket,complete,Value 9,2013-05-22 10:47:33+00:00,Take in charge ticket,Value 9,Case4410,Variant 3,3,Fluxicon Disco
19623,Wait,complete,Value 9,2013-05-22 14:26:04+00:00,Wait,Value 9,Case4410,Variant 3,3,Fluxicon Disco
19624,Take in charge ticket,complete,Value 9,2013-05-23 10:35:40+00:00,Take in charge ticket,Value 9,Case4410,Variant 3,3,Fluxicon Disco
19625,Resolve ticket,complete,Value 9,2013-05-23 10:35:55+00:00,Resolve ticket,Value 9,Case4410,Variant 3,3,Fluxicon Disco
19626,Closed,complete,Value 3,2013-06-07 10:36:12+00:00,Closed,Value 3,Case4410,Variant 3,3,Fluxicon Disco
19627,Assign seriousness,complete,Value 14,2013-05-07 10:05:44+00:00,Assign seriousness,Value 14,Case630,Variant 1,1,Fluxicon Disco
19628,Take in charge ticket,complete,Value 2,2013-05-20 08:40:40+00:00,Take in charge ticket,Value 2,Case630,Variant 1,1,Fluxicon Disco
19629,Resolve ticket,complete,Value 9,2013-05-23 07:47:37+00:00,Resolve ticket,Value 9,Case630,Variant 1,1,Fluxicon Disco
19630,Closed,complete,Value 3,2013-06-07 07:47:52+00:00,Closed,Value 3,Case630,Variant 1,1,Fluxicon Disco
19631,Assign seriousness,complete,Value 14,2013-05-07 12:30:34+00:00,Assign seriousness,Value 14,Case1375,Variant 1,1,Fluxicon Disco
19632,Take in charge ticket,complete,Value 9,2013-06-04 13:10:33+00:00,Take in charge ticket,Value 9,Case1375,Variant 1,1,Fluxicon Disco
19633,Resolve ticket,complete,Value 9,2013-06-04 13:20:22+00:00,Resolve ticket,Value 9,Case1375,Variant 1,1,Fluxicon Disco
19634,Closed,complete,Value 3,2013-06-19 13:20:40+00:00,Closed,Value 3,Case1375,Variant 1,1,Fluxicon Disco
19635,Assign seriousness,complete,Value 14,2013-05-08 10:54:29+00:00,Assign seriousness,Value 14,Case4172,Variant 2,2,Fluxicon Disco
19636,Take in charge ticket,complete,Value 1,2013-05-29 15:22:43+00:00,Take in charge ticket,Value 1,Case4172,Variant 2,2,Fluxicon Disco
19637,Wait,complete,Value 1,2013-06-07 14:45:57+00:00,Wait,Value 1,Case4172,Variant 2,2,Fluxicon Disco
19638,Resolve ticket,complete,Value 1,2013-06-07 16:11:42+00:00,Resolve ticket,Value 1,Case4172,Variant 2,2,Fluxicon Disco
19639,Closed,complete,Value 3,2013-06-22 16:11:58+00:00,Closed,Value 3,Case4172,Variant 2,2,Fluxicon Disco
19640,Assign seriousness,complete,Value 14,2013-05-08 11:02:40+00:00,Assign seriousness,Value 14,Case2335,Variant 2,2,Fluxicon Disco
19641,Take in charge ticket,complete,Value 9,2013-05-24 07:33:44+00:00,Take in charge ticket,Value 9,Case2335,Variant 2,2,Fluxicon Disco
19642,Wait,complete,Value 9,2013-05-24 07:46:57+00:00,Wait,Value 9,Case2335,Variant 2,2,Fluxicon Disco
19643,Resolve ticket,complete,Value 9,2013-05-24 08:37:52+00:00,Resolve ticket,Value 9,Case2335,Variant 2,2,Fluxicon Disco
19644,Closed,complete,Value 3,2013-06-08 08:38:14+00:00,Closed,Value 3,Case2335,Variant 2,2,Fluxicon Disco
19645,Assign seriousness,complete,Value 14,2013-05-09 07:06:11+00:00,Assign seriousness,Value 14,Case1433,Variant 2,2,Fluxicon Disco
19646,Take in charge ticket,complete,Value 2,2013-05-14 09:06:05+00:00,Take in charge ticket,Value 2,Case1433,Variant 2,2,Fluxicon Disco
19647,Wait,complete,Value 1,2013-05-14 13:25:56+00:00,Wait,Value 1,Case1433,Variant 2,2,Fluxicon Disco
19648,Resolve ticket,complete,Value 1,2013-06-03 08:09:10+00:00,Resolve ticket,Value 1,Case1433,Variant 2,2,Fluxicon Disco
19649,Closed,complete,Value 3,2013-06-18 08:09:28+00:00,Closed,Value 3,Case1433,Variant 2,2,Fluxicon Disco
19650,Assign seriousness,complete,Value 14,2013-05-09 07:10:37+00:00,Assign seriousness,Value 14,Case20,Variant 2,2,Fluxicon Disco
19651,Take in charge ticket,complete,Value 9,2013-06-04 13:33:01+00:00,Take in charge ticket,Value 9,Case20,Variant 2,2,Fluxicon Disco
19652,Wait,complete,Value 9,2013-06-10 09:06:43+00:00,Wait,Value 9,Case20,Variant 2,2,Fluxicon Disco
19653,Resolve ticket,complete,Value 9,2013-06-19 09:12:02+00:00,Resolve ticket,Value 9,Case20,Variant 2,2,Fluxicon Disco
19654,Closed,complete,Value 3,2013-07-04 09:12:15+00:00,Closed,Value 3,Case20,Variant 2,2,Fluxicon Disco
19655,Assign seriousness,complete,Value 1,2013-05-09 07:27:51+00:00,Assign seriousness,Value 1,Case2245,Variant 2,2,Fluxicon Disco
19656,Take in charge ticket,complete,Value 1,2013-05-09 07:44:43+00:00,Take in charge ticket,Value 1,Case2245,Variant 2,2,Fluxicon Disco
19657,Wait,complete,Value 1,2013-05-09 07:52:26+00:00,Wait,Value 1,Case2245,Variant 2,2,Fluxicon Disco
19658,Resolve ticket,complete,Value 1,2013-06-03 08:09:55+00:00,Resolve ticket,Value 1,Case2245,Variant 2,2,Fluxicon Disco
19659,Closed,complete,Value 3,2013-06-18 08:10:08+00:00,Closed,Value 3,Case2245,Variant 2,2,Fluxicon Disco
19660,Assign seriousness,complete,Value 14,2013-05-09 12:58:34+00:00,Assign seriousness,Value 14,Case3537,Variant 1,1,Fluxicon Disco
19661,Take in charge ticket,complete,Value 14,2013-06-18 09:55:19+00:00,Take in charge ticket,Value 14,Case3537,Variant 1,1,Fluxicon Disco
19662,Resolve ticket,complete,Value 14,2013-06-18 14:22:36+00:00,Resolve ticket,Value 14,Case3537,Variant 1,1,Fluxicon Disco
19663,Closed,complete,Value 3,2013-07-03 14:22:54+00:00,Closed,Value 3,Case3537,Variant 1,1,Fluxicon Disco
19664,Take in charge ticket,complete,Value 1,2013-05-09 15:07:43+00:00,Take in charge ticket,Value 1,Case2622,Variant 18,18,Fluxicon Disco
19665,Wait,complete,Value 1,2013-05-09 15:11:45+00:00,Wait,Value 1,Case2622,Variant 18,18,Fluxicon Disco
19666,Resolve ticket,complete,Value 1,2013-06-03 15:36:58+00:00,Resolve ticket,Value 1,Case2622,Variant 18,18,Fluxicon Disco
19667,Closed,complete,Value 3,2013-06-18 15:37:19+00:00,Closed,Value 3,Case2622,Variant 18,18,Fluxicon Disco
19668,Assign seriousness,complete,Value 14,2013-05-10 07:16:39+00:00,Assign seriousness,Value 14,Case2050,Variant 2,2,Fluxicon Disco
19669,Take in charge ticket,complete,Value 2,2013-05-10 07:18:05+00:00,Take in charge ticket,Value 2,Case2050,Variant 2,2,Fluxicon Disco
19670,Wait,complete,Value 2,2013-05-10 08:30:35+00:00,Wait,Value 2,Case2050,Variant 2,2,Fluxicon Disco
19671,Resolve ticket,complete,Value 2,2013-06-10 13:10:56+00:00,Resolve ticket,Value 2,Case2050,Variant 2,2,Fluxicon Disco
19672,Closed,complete,Value 3,2013-06-25 13:11:10+00:00,Closed,Value 3,Case2050,Variant 2,2,Fluxicon Disco
19673,Assign seriousness,complete,Value 14,2013-05-10 10:11:17+00:00,Assign seriousness,Value 14,Case4212,Variant 1,1,Fluxicon Disco
19674,Take in charge ticket,complete,Value 14,2013-05-10 10:14:15+00:00,Take in charge ticket,Value 14,Case4212,Variant 1,1,Fluxicon Disco
19675,Resolve ticket,complete,Value 14,2013-06-19 09:07:15+00:00,Resolve ticket,Value 14,Case4212,Variant 1,1,Fluxicon Disco
19676,Closed,complete,Value 3,2013-07-04 09:07:25+00:00,Closed,Value 3,Case4212,Variant 1,1,Fluxicon Disco
19677,Assign seriousness,complete,Value 14,2013-05-10 12:41:48+00:00,Assign seriousness,Value 14,Case1221,Variant 2,2,Fluxicon Disco
19678,Take in charge ticket,complete,Value 1,2013-05-28 07:02:02+00:00,Take in charge ticket,Value 1,Case1221,Variant 2,2,Fluxicon Disco
