,case_id,prefix_length,activities,resources,timestamps,next_activity
9915,Case4348,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 9', 'Value 1', 'Value 1']","[Timestamp('2013-08-06 13:07:36+0000', tz='UTC'), Timestamp('2013-08-21 08:59:16+0000', tz='UTC'), Timestamp('2013-08-22 12:50:45+0000', tz='UTC')]",Resolve ticket
9916,Case4349,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-04-13 09:04:48+0000', tz='UTC')]",Take in charge ticket
9917,Case4349,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-04-13 09:04:48+0000', tz='UTC'), Timestamp('2011-04-13 09:05:12+0000', tz='UTC')]",Resolve ticket
9918,Case435,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-10-10 12:23:01+0000', tz='UTC')]",Take in charge ticket
9919,Case435,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 4']","[Timestamp('2012-10-10 12:23:01+0000', tz='UTC'), Timestamp('2012-10-18 10:15:24+0000', tz='UTC')]",Require upgrade
9920,Case435,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 1', 'Value 4', 'Value 2']","[Timestamp('2012-10-10 12:23:01+0000', tz='UTC'), Timestamp('2012-10-18 10:15:24+0000', tz='UTC'), Timestamp('2012-10-26 09:16:08+0000', tz='UTC')]",Resolve ticket
9921,Case4350,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-30 14:58:30+0000', tz='UTC')]",Assign seriousness
9922,Case4350,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[Timestamp('2011-06-30 14:58:30+0000', tz='UTC'), Timestamp('2011-06-30 14:58:50+0000', tz='UTC')]",Take in charge ticket
9923,Case4350,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 9']","[Timestamp('2011-06-30 14:58:30+0000', tz='UTC'), Timestamp('2011-06-30 14:58:50+0000', tz='UTC'), Timestamp('2011-07-05 09:27:24+0000', tz='UTC')]",Resolve ticket
9924,Case4351,1,['Assign seriousness'],['Value 14'],"[Timestamp('2013-06-20 07:32:10+0000', tz='UTC')]",Take in charge ticket
9925,Case4351,2,"['Assign seriousness', 'Take in charge ticket']","['Value 14', 'Value 1']","[Timestamp('2013-06-20 07:32:10+0000', tz='UTC'), Timestamp('2013-07-01 12:21:12+0000', tz='UTC')]",Wait
9926,Case4351,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 14', 'Value 1', 'Value 1']","[Timestamp('2013-06-20 07:32:10+0000', tz='UTC'), Timestamp('2013-07-01 12:21:12+0000', tz='UTC'), Timestamp('2013-07-01 12:44:59+0000', tz='UTC')]",Resolve ticket
9927,Case4352,1,['Assign seriousness'],['Value 2'],"[Timestamp('2013-02-01 11:21:07+0000', tz='UTC')]",Take in charge ticket
9928,Case4352,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2013-02-01 11:21:07+0000', tz='UTC'), Timestamp('2013-02-01 11:28:14+0000', tz='UTC')]",Wait
9929,Case4352,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2013-02-01 11:21:07+0000', tz='UTC'), Timestamp('2013-02-01 11:28:14+0000', tz='UTC'), Timestamp('2013-02-06 09:04:31+0000', tz='UTC')]",Resolve ticket
9930,Case4353,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-11-12 10:26:37+0000', tz='UTC')]",Take in charge ticket
9931,Case4353,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2013-11-12 10:26:37+0000', tz='UTC'), Timestamp('2013-11-12 10:27:01+0000', tz='UTC')]",Take in charge ticket
9932,Case4353,3,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket']","['Value 1', 'Value 1', 'Value 1']","[Timestamp('2013-11-12 10:26:37+0000', tz='UTC'), Timestamp('2013-11-12 10:27:01+0000', tz='UTC'), Timestamp('2013-11-14 09:44:36+0000', tz='UTC')]",Wait
9933,Case4353,4,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1', 'Value 2']","[Timestamp('2013-11-12 10:26:37+0000', tz='UTC'), Timestamp('2013-11-12 10:27:01+0000', tz='UTC'), Timestamp('2013-11-14 09:44:36+0000', tz='UTC'), Timestamp('2013-11-26 15:53:17+0000', tz='UTC')]",Wait
9934,Case4353,5,"['Assign seriousness', 'Take in charge ticket', 'Take in charge ticket', 'Wait', 'Wait']","['Value 1', 'Value 1', 'Value 1', 'Value 2', 'Value 2']","[Timestamp('2013-11-12 10:26:37+0000', tz='UTC'), Timestamp('2013-11-12 10:27:01+0000', tz='UTC'), Timestamp('2013-11-14 09:44:36+0000', tz='UTC'), Timestamp('2013-11-26 15:53:17+0000', tz='UTC'), Timestamp('2013-11-26 15:53:18+0000', tz='UTC')]",Resolve ticket
9935,Case4354,1,['Assign seriousness'],['Value 1'],"[Timestamp('2013-11-19 08:15:49+0000', tz='UTC')]",Take in charge ticket
9936,Case4354,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2013-11-19 08:15:49+0000', tz='UTC'), Timestamp('2013-11-19 08:16:12+0000', tz='UTC')]",Require upgrade
9937,Case4355,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-08-02 09:31:42+0000', tz='UTC')]",Take in charge ticket
9938,Case4355,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2012-08-02 09:31:42+0000', tz='UTC'), Timestamp('2012-08-02 10:54:41+0000', tz='UTC')]",Resolve ticket
9939,Case4356,1,['Assign seriousness'],['Value 6'],"[Timestamp('2010-10-28 13:21:47+0000', tz='UTC')]",Take in charge ticket
9940,Case4356,2,"['Assign seriousness', 'Take in charge ticket']","['Value 6', 'Value 2']","[Timestamp('2010-10-28 13:21:47+0000', tz='UTC'), Timestamp('2010-11-03 14:03:12+0000', tz='UTC')]",Wait
9941,Case4356,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 6', 'Value 2', 'Value 2']","[Timestamp('2010-10-28 13:21:47+0000', tz='UTC'), Timestamp('2010-11-03 14:03:12+0000', tz='UTC'), Timestamp('2010-11-05 14:01:41+0000', tz='UTC')]",Take in charge ticket
9942,Case4356,4,"['Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 6', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-10-28 13:21:47+0000', tz='UTC'), Timestamp('2010-11-03 14:03:12+0000', tz='UTC'), Timestamp('2010-11-05 14:01:41+0000', tz='UTC'), Timestamp('2010-11-10 08:42:38+0000', tz='UTC')]",Resolve ticket
9943,Case4357,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-07-03 08:57:53+0000', tz='UTC')]",Resolve ticket
9944,Case4357,2,"['Assign seriousness', 'Resolve ticket']","['Value 1', 'Value 1']","[Timestamp('2012-07-03 08:57:53+0000', tz='UTC'), Timestamp('2012-07-03 08:59:52+0000', tz='UTC')]",Resolve ticket
9945,Case4358,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-03-29 14:15:18+0000', tz='UTC')]",Take in charge ticket
9946,Case4358,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-03-29 14:15:18+0000', tz='UTC'), Timestamp('2010-04-12 15:55:44+0000', tz='UTC')]",Resolve ticket
9947,Case4359,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-09-07 07:20:40+0000', tz='UTC')]",Take in charge ticket
9948,Case4359,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 3']","[Timestamp('2012-09-07 07:20:40+0000', tz='UTC'), Timestamp('2012-09-07 10:10:52+0000', tz='UTC')]",Wait
9949,Case4359,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 3', 'Value 13']","[Timestamp('2012-09-07 07:20:40+0000', tz='UTC'), Timestamp('2012-09-07 10:10:52+0000', tz='UTC'), Timestamp('2012-09-14 14:06:25+0000', tz='UTC')]",Resolve ticket
9950,Case436,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-06-19 10:30:43+0000', tz='UTC')]",Take in charge ticket
9951,Case436,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2012-06-19 10:30:43+0000', tz='UTC'), Timestamp('2012-06-19 10:32:43+0000', tz='UTC')]",Resolve ticket
9952,Case436,3,"['Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 4', 'Value 4', 'Value 4']","[Timestamp('2012-06-19 10:30:43+0000', tz='UTC'), Timestamp('2012-06-19 10:32:43+0000', tz='UTC'), Timestamp('2012-06-19 13:18:30+0000', tz='UTC')]",Resolve ticket
9953,Case4360,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-02-24 08:35:04+0000', tz='UTC')]",Take in charge ticket
9954,Case4360,2,"['Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8']","[Timestamp('2011-02-24 08:35:04+0000', tz='UTC'), Timestamp('2011-02-24 08:35:18+0000', tz='UTC')]",Resolve ticket
9955,Case4361,1,['Assign seriousness'],['Value 4'],"[Timestamp('2013-02-25 10:07:40+0000', tz='UTC')]",Take in charge ticket
9956,Case4361,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 4']","[Timestamp('2013-02-25 10:07:40+0000', tz='UTC'), Timestamp('2013-03-05 08:01:19+0000', tz='UTC')]",Require upgrade
9957,Case4361,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 4', 'Value 4', 'Value 4']","[Timestamp('2013-02-25 10:07:40+0000', tz='UTC'), Timestamp('2013-03-05 08:01:19+0000', tz='UTC'), Timestamp('2013-03-05 09:58:10+0000', tz='UTC')]",Resolve ticket
9958,Case4362,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-05 15:11:55+0000', tz='UTC')]",Take in charge ticket
9959,Case4362,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2011-10-05 15:11:55+0000', tz='UTC'), Timestamp('2011-10-10 07:27:02+0000', tz='UTC')]",Resolve ticket
9960,Case4363,1,['Assign seriousness'],['Value 8'],"[Timestamp('2011-06-30 08:01:02+0000', tz='UTC')]",Assign seriousness
9961,Case4363,2,"['Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8']","[Timestamp('2011-06-30 08:01:02+0000', tz='UTC'), Timestamp('2011-06-30 08:50:35+0000', tz='UTC')]",Assign seriousness
9962,Case4363,3,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness']","['Value 8', 'Value 8', 'Value 13']","[Timestamp('2011-06-30 08:01:02+0000', tz='UTC'), Timestamp('2011-06-30 08:50:35+0000', tz='UTC'), Timestamp('2011-07-01 07:30:04+0000', tz='UTC')]",Take in charge ticket
9963,Case4363,4,"['Assign seriousness', 'Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 8', 'Value 8', 'Value 13', 'Value 13']","[Timestamp('2011-06-30 08:01:02+0000', tz='UTC'), Timestamp('2011-06-30 08:50:35+0000', tz='UTC'), Timestamp('2011-07-01 07:30:04+0000', tz='UTC'), Timestamp('2011-07-04 11:00:28+0000', tz='UTC')]",Resolve ticket
9964,Case4364,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-03-21 08:04:06+0000', tz='UTC')]",Take in charge ticket
9965,Case4364,2,"['Assign seriousness', 'Take in charge ticket']","['Value 4', 'Value 6']","[Timestamp('2012-03-21 08:04:06+0000', tz='UTC'), Timestamp('2012-03-21 08:34:36+0000', tz='UTC')]",Resolve ticket
9966,Case4365,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-09-03 16:17:42+0000', tz='UTC')]",Take in charge ticket
9967,Case4365,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-09-03 16:17:42+0000', tz='UTC'), Timestamp('2012-09-10 10:36:32+0000', tz='UTC')]",Wait
9968,Case4365,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 1', 'Value 1']","[Timestamp('2012-09-03 16:17:42+0000', tz='UTC'), Timestamp('2012-09-10 10:36:32+0000', tz='UTC'), Timestamp('2012-09-10 10:50:47+0000', tz='UTC')]",Resolve ticket
9969,Case4366,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-11-11 09:07:43+0000', tz='UTC')]",Take in charge ticket
9970,Case4366,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 11']","[Timestamp('2010-11-11 09:07:43+0000', tz='UTC'), Timestamp('2010-11-11 09:09:06+0000', tz='UTC')]",Resolve ticket
9971,Case4367,1,['Take in charge ticket'],['Value 1'],"[Timestamp('2011-12-05 11:18:17+0000', tz='UTC')]",Resolve ticket
9972,Case4368,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-09-21 14:51:23+0000', tz='UTC')]",Take in charge ticket
9973,Case4368,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 9']","[Timestamp('2011-09-21 14:51:23+0000', tz='UTC'), Timestamp('2011-09-27 08:46:32+0000', tz='UTC')]",Resolve ticket
9974,Case4369,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-10-17 14:30:15+0000', tz='UTC')]",Take in charge ticket
9975,Case4369,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2012-10-17 14:30:15+0000', tz='UTC'), Timestamp('2012-10-22 07:53:35+0000', tz='UTC')]",Wait
9976,Case4369,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 4']","[Timestamp('2012-10-17 14:30:15+0000', tz='UTC'), Timestamp('2012-10-22 07:53:35+0000', tz='UTC'), Timestamp('2012-10-22 13:17:05+0000', tz='UTC')]",Resolve ticket
9977,Case437,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-11-11 10:35:35+0000', tz='UTC')]",Take in charge ticket
9978,Case437,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 2']","[Timestamp('2011-11-11 10:35:35+0000', tz='UTC'), Timestamp('2011-11-15 14:54:29+0000', tz='UTC')]",Wait
9979,Case437,3,"['Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 1', 'Value 2', 'Value 2']","[Timestamp('2011-11-11 10:35:35+0000', tz='UTC'), Timestamp('2011-11-15 14:54:29+0000', tz='UTC'), Timestamp('2011-11-16 10:55:17+0000', tz='UTC')]",Resolve ticket
9980,Case4370,1,['Insert ticket'],['Value 1'],"[Timestamp('2013-01-04 09:55:16+0000', tz='UTC')]",Wait
9981,Case4371,1,['Assign seriousness'],['Value 4'],"[Timestamp('2012-08-03 07:59:29+0000', tz='UTC')]",Resolve ticket
9982,Case4371,2,"['Assign seriousness', 'Resolve ticket']","['Value 4', 'Value 4']","[Timestamp('2012-08-03 07:59:29+0000', tz='UTC'), Timestamp('2012-08-03 08:00:00+0000', tz='UTC')]",Resolve ticket
9983,Case4372,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-03-07 10:56:15+0000', tz='UTC')]",Resolve ticket
9984,Case4373,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-18 12:25:33+0000', tz='UTC')]",Take in charge ticket
9985,Case4373,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2012-05-18 12:25:33+0000', tz='UTC'), Timestamp('2012-05-18 14:28:25+0000', tz='UTC')]",Resolve ticket
9986,Case4374,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-07-21 13:18:13+0000', tz='UTC')]",Take in charge ticket
9987,Case4374,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-07-21 13:18:13+0000', tz='UTC'), Timestamp('2010-07-22 07:59:01+0000', tz='UTC')]",Resolve ticket
9988,Case4375,1,['Insert ticket'],['Value 12'],"[Timestamp('2010-05-06 15:48:29+0000', tz='UTC')]",Assign seriousness
9989,Case4375,2,"['Insert ticket', 'Assign seriousness']","['Value 12', 'Value 2']","[Timestamp('2010-05-06 15:48:29+0000', tz='UTC'), Timestamp('2010-05-10 14:22:20+0000', tz='UTC')]",Take in charge ticket
9990,Case4375,3,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket']","['Value 12', 'Value 2', 'Value 2']","[Timestamp('2010-05-06 15:48:29+0000', tz='UTC'), Timestamp('2010-05-10 14:22:20+0000', tz='UTC'), Timestamp('2010-05-10 16:10:24+0000', tz='UTC')]",Resolve ticket
9991,Case4375,4,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket']","['Value 12', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-05-06 15:48:29+0000', tz='UTC'), Timestamp('2010-05-10 14:22:20+0000', tz='UTC'), Timestamp('2010-05-10 16:10:24+0000', tz='UTC'), Timestamp('2010-05-10 16:10:39+0000', tz='UTC')]",Take in charge ticket
9992,Case4375,5,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket']","['Value 12', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-05-06 15:48:29+0000', tz='UTC'), Timestamp('2010-05-10 14:22:20+0000', tz='UTC'), Timestamp('2010-05-10 16:10:24+0000', tz='UTC'), Timestamp('2010-05-10 16:10:39+0000', tz='UTC'), Timestamp('2010-05-11 12:21:26+0000', tz='UTC')]",Wait
9993,Case4375,6,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait']","['Value 12', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-05-06 15:48:29+0000', tz='UTC'), Timestamp('2010-05-10 14:22:20+0000', tz='UTC'), Timestamp('2010-05-10 16:10:24+0000', tz='UTC'), Timestamp('2010-05-10 16:10:39+0000', tz='UTC'), Timestamp('2010-05-11 12:21:26+0000', tz='UTC'), Timestamp('2010-05-12 09:53:54+0000', tz='UTC')]",Take in charge ticket
9994,Case4375,7,"['Insert ticket', 'Assign seriousness', 'Take in charge ticket', 'Resolve ticket', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 12', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-05-06 15:48:29+0000', tz='UTC'), Timestamp('2010-05-10 14:22:20+0000', tz='UTC'), Timestamp('2010-05-10 16:10:24+0000', tz='UTC'), Timestamp('2010-05-10 16:10:39+0000', tz='UTC'), Timestamp('2010-05-11 12:21:26+0000', tz='UTC'), Timestamp('2010-05-12 09:53:54+0000', tz='UTC'), Timestamp('2010-06-16 08:44:01+0000', tz='UTC')]",Resolve ticket
9995,Case4376,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-05-04 07:34:47+0000', tz='UTC')]",Take in charge ticket
9996,Case4376,2,"['Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2']","[Timestamp('2010-05-04 07:34:47+0000', tz='UTC'), Timestamp('2010-05-17 14:25:22+0000', tz='UTC')]",Resolve ticket
9997,Case4377,1,['Assign seriousness'],['Value 1'],"[Timestamp('2011-10-11 13:11:31+0000', tz='UTC')]",Take in charge ticket
9998,Case4377,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 1']","[Timestamp('2011-10-11 13:11:31+0000', tz='UTC'), Timestamp('2011-10-11 15:58:24+0000', tz='UTC')]",Resolve ticket
9999,Case4378,1,['Assign seriousness'],['Value 2'],"[Timestamp('2010-02-04 08:20:45+0000', tz='UTC')]",Assign seriousness
10000,Case4378,2,"['Assign seriousness', 'Assign seriousness']","['Value 2', 'Value 2']","[Timestamp('2010-02-04 08:20:45+0000', tz='UTC'), Timestamp('2010-02-04 08:21:00+0000', tz='UTC')]",Take in charge ticket
10001,Case4378,3,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-02-04 08:20:45+0000', tz='UTC'), Timestamp('2010-02-04 08:21:00+0000', tz='UTC'), Timestamp('2010-02-16 10:20:28+0000', tz='UTC')]",Wait
10002,Case4378,4,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait']","['Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-02-04 08:20:45+0000', tz='UTC'), Timestamp('2010-02-04 08:21:00+0000', tz='UTC'), Timestamp('2010-02-16 10:20:28+0000', tz='UTC'), Timestamp('2010-02-16 10:20:37+0000', tz='UTC')]",Take in charge ticket
10003,Case4378,5,"['Assign seriousness', 'Assign seriousness', 'Take in charge ticket', 'Wait', 'Take in charge ticket']","['Value 2', 'Value 2', 'Value 2', 'Value 2', 'Value 2']","[Timestamp('2010-02-04 08:20:45+0000', tz='UTC'), Timestamp('2010-02-04 08:21:00+0000', tz='UTC'), Timestamp('2010-02-16 10:20:28+0000', tz='UTC'), Timestamp('2010-02-16 10:20:37+0000', tz='UTC'), Timestamp('2010-02-17 08:45:28+0000', tz='UTC')]",Resolve ticket
10004,Case4379,1,['Assign seriousness'],['Value 1'],"[Timestamp('2012-05-10 13:11:09+0000', tz='UTC')]",Take in charge ticket
10005,Case4379,2,"['Assign seriousness', 'Take in charge ticket']","['Value 1', 'Value 17']","[Timestamp('2012-05-10 13:11:09+0000', tz='UTC'), Timestamp('2012-05-10 13:16:47+0000', tz='UTC')]",Resolve ticket
10006,Case438,1,['Assign seriousness'],['Value 18'],"[Timestamp('2013-11-28 16:25:45+0000', tz='UTC')]",Take in charge ticket
10007,Case438,2,"['Assign seriousness', 'Take in charge ticket']","['Value 18', 'Value 2']","[Timestamp('2013-11-28 16:25:45+0000', tz='UTC'), Timestamp('2013-12-02 08:56:40+0000', tz='UTC')]",Require upgrade
10008,Case438,3,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade']","['Value 18', 'Value 2', 'Value 1']","[Timestamp('2013-11-28 16:25:45+0000', tz='UTC'), Timestamp('2013-12-02 08:56:40+0000', tz='UTC'), Timestamp('2013-12-16 16:08:31+0000', tz='UTC')]",Wait
10009,Case438,4,"['Assign seriousness', 'Take in charge ticket', 'Require upgrade', 'Wait']","['Value 18', 'Value 2', 'Value 1', 'Value 1']","[Timestamp('2013-11-28 16:25:45+0000', tz='UTC'), Timestamp('2013-12-02 08:56:40+0000', tz='UTC'), Timestamp('2013-12-16 16:08:31+0000', tz='UTC'), Timestamp('2013-12-17 10:58:27+0000', tz='UTC')]",Resolve ticket
10010,Case4380,1,['Assign seriousness'],['Value 13'],"[Timestamp('2011-04-11 10:09:37+0000', tz='UTC')]",Take in charge ticket
